   ,CSR_NUMBER,LADBS_INSP_DIST,ADDR_HSE_NUM,ADDR_HSE_FRAC_NUM,ADDR_STR_DIR,ADDR_STR_NAME,ADDR_STR_SUFFIX,ADDR_STR_SUFFIX_DIR,ADDR_STR_ZIP,DATE_RECEIVED,DATE_CLOSED,DUE_DATE,CASEFLAG,CSR_PRIORITY,PIN,CSR_PROBLEM_DESC,APC,CASE_NUMBER_TO_CSR,RESPONSE_DAYS,LAT,LON
11,364887,2131,5026, ,E,ALDAMA,ST, ,90042,1/6/16,1/7/16,2/4/16,Y,1,153A225   436,GARCV,East Los Angeles,707487,1,34.11220,-118.20635
12,364926,3122,12369, ,W,COHASSET,ST, ,91605,1/6/16,1/9/16,2/4/16,Y,1,186B165   261,GARCV,South Valley,707984,3,34.20683,-118.40290
13,364933,3111,18029, ,W,VANOWEN,ST, ,91335,1/6/16,1/8/16,2/4/16,Y,1,183B125   986,GARCV,South Valley,707744,2,34.19400,-118.52594
14,364991,1111,414, ,W,107TH,ST, ,90003,1/7/16,1/8/16,1/12/16,N,1,090A201   382,GARCV,South Los Angeles,,1,33.93907,-118.28115
15,364990,2111,8461, ,W,4TH,ST, ,90048,1/7/16,1/9/16,2/5/16,N,1,138B173   992,GARCV,Central,,2,34.07160,-118.37553
16,364986,1132,5346, ,W,GEER,AVE, ,90016,1/7/16,1/8/16,2/5/16,Y,1,123B177  1722,GARCV,South Los Angeles,708048,1,34.02941,-118.36112
17,364957,3124,10845, ,N,ODELL,AVE, ,91040,1/7/16,1/12/16,1/12/16,N,1,208-5A193 200,GARCV,North Valley,,3,34.26638,-118.31238
18,364985,1102,8125, ,S,REGIS,WAY, ,90045,1/7/16,1/8/16,2/5/16,Y,1,099B161   996,GARCV,West Los Angeles,707792,1,33.96382,-118.41479
19,364978,1102,2312, ,S,SUPERIOR,AVE, ,90291,1/7/16,1/14/16,2/5/16,N,1,108B149   202,GARCV,West Los Angeles,,5,33.99510,-118.45241
20,365044,2130,1114, ,N,EL PASO,DR, ,90041,1/8/16,1/11/16,2/8/16,N,1,154-5A221 203,GARCV,East Los Angeles,,1,34.11753,-118.21584
21,365069,1140,10702, ,S,GRAPE,ST, ,90002,1/9/16,2/3/16,2/8/16,Y,1,090A215   673,GARCV,South Los Angeles,710993,17,33.93879,-118.23663
22,365071,3121,13189, ,W,MERCER,ST, ,91331,1/9/16,1/11/16,2/8/16,Y,1,210B157   562,GARCV,North Valley,707996,0,34.27026,-118.42041
23,365079,1142,906, ,W,PASEO DEL MAR, , ,90731,1/10/16,1/12/16,2/8/16,N,1,006B197   755,GARCV,Harbor,,1,33.71099,-118.29877
24,365142,1111,1506, ,W,84TH,ST, ,90047,1/11/16,1/14/16,2/9/16,Y,1,097-5A195  64,GARCV,South Los Angeles,708595,3,33.96261,-118.30285
25,365115,3123,12910, ,N,BORDEN,AVE, ,91342,1/11/16,1/12/16,2/9/16,Y,1,222B153   352,GARCV,North Valley,708148,1,34.30454,-118.43916
26,365092,2103,3115, ,N,HOLLYCREST,DR, ,90068,1/11/16,1/11/16,2/9/16,Y,1,157-5A183  19,GARCV,South Valley,707998,0,34.12790,-118.34504
27,365121,3111,7526, ,N,IRONDALE,AVE, ,91306,1/11/16,1/12/16,2/9/16,Y,1,186B109   383,GARCV,South Valley,708757,1,34.20717,-118.58508
28,365172,2102,8306, ,W,KIRKWOOD,DR, ,90046,1/11/16,1/15/16,2/9/16,N,2,150A175   302,GARCV,Central,,4,34.10506,-118.37261
29,365097,3111,20027, ,W,LANARK,ST, ,91306,1/11/16,1/12/16,2/9/16,Y,1,189B113    30,GARCV,South Valley,708758,1,34.21812,-118.56957
30,365104,3123,14800, ,W,LASHBURN,ST, ,91342,1/11/16,1/12/16,2/9/16,Y,1,213B149    52,GARCV,North Valley,708146,1,34.28383,-118.45564
31,365113,2102,1521, ,N,SIERRA BONITA,AVE, ,90046,1/11/16,1/11/16,1/14/16,Y,2,147B177   884,GARCV,Central,708598,0,34.09869,-118.35406
32,365140,1101,882, ,E,WARREN,AVE, ,90291,1/11/16,1/15/16,2/9/16,Y,1,111B145   270,GARCV,West Los Angeles,709906,4,34.00307,-118.46616
33,365183,1112,1599,1/2,W,36TH,ST, ,90018,1/12/16,1/12/16,2/9/16,N,1,120B193  1158,GARCV,South Los Angeles,,0,34.02291,-118.30597
34,365229,1111,910, ,W,64TH,ST, ,90044,1/12/16,1/14/16,2/10/16,Y,1,105B197  1432,GARCV,South Los Angeles,708584,2,33.98076,-118.28967
35,365230,1111,930, ,W,64TH,ST, ,90044,1/12/16,1/14/16,2/10/16,Y,1,105B197  1438,GARCV,South Los Angeles,708587,2,33.98090,-118.29029
36,365231,1111,939, ,W,64TH,ST, ,90044,1/12/16,1/14/16,2/10/16,Y,1,105B197  1338,GARCV,South Los Angeles,708594,2,33.98113,-118.29059
37,365184,3131,9210, ,N,SHOSHONE,AVE, ,91325,1/12/16,1/13/16,2/9/16,Y,1,198B129   313,GARCV,North Valley,708752,1,34.23817,-118.51766
38,365326,1111,2036, ,W,98TH,ST, ,90047,1/13/16,1/14/16,2/11/16,Y,1,093A191   280,GARCV,South Los Angeles,708597,1,33.94693,-118.31478
39,365384,1112,1607, ,W,46TH,ST, ,90062,1/14/16,1/15/16,2/12/16,Y,1,111B193   368,GARCV,South Los Angeles,708915,1,34.00201,-118.30703
40,365360,3121,12868, ,W,LOUVRE,ST, ,91331,1/14/16,1/21/16,2/12/16,Y,1,213B161   753,GARCV,North Valley,709319,5,34.27869,-118.41305
41,365340,2103,1351, ,N,SEWARD,ST, ,90028,1/14/16,1/14/16,2/12/16,Y,1,147A185   270,GARCV,Central,709056,0,34.09580,-118.33333
42,365408,1112,1507, ,W,51ST,ST, ,90062,1/15/16,1/19/16,2/16/16,N,1,111B193  1276,GARCV,South Los Angeles,,2,33.99699,-118.30370
43,365403,1124,222, ,E,76TH,ST, ,90003,1/15/16,1/21/16,2/16/16,Y,1,099B205    41,GARCV,South Los Angeles,709524,4,33.97121,-118.27103
44,365399,2102,3911, ,N,OAKFIELD,DR, ,91423,1/15/16,1/15/16,1/21/16,N,1,162B149   266,GARCV,South Valley,,0,34.14167,-118.44725
45,365487,1111,6510, ,S,BONSALLO,AVE, ,90044,1/17/16,1/19/16,2/16/16,Y,1,105B201  1488,GARCV,South Los Angeles,708756,1,33.98019,-118.28582
46,365480,1142,2921, ,S,PACIFIC,AVE, ,90731,1/17/16,1/22/16,2/16/16,Y,1,009B197  1401,GARCV,Harbor,709721,4,33.71745,-118.28811
47,365481,3124,10535, ,N,SAMOA,AVE, ,91042,1/17/16,1/26/16,2/16/16,Y,1,207B197  1293,GARCV,North Valley,709736,6,34.26056,-118.28698
48,365483,3124,7115, ,W,SUMMITROSE,ST, ,91042,1/17/16,1/26/16,2/16/16,N,1,204B201    21,GARCV,North Valley,,6,34.25958,-118.28638
49,365591,1111,230, ,E,110TH,ST, ,90061,1/19/16,1/21/16,2/17/16,Y,1,088-5A205 226,GARCV,South Los Angeles,709317,2,33.93556,-118.27052
50,365568,1124,420, ,E,GAGE,AVE, ,90003,1/19/16,1/26/16,2/17/16,N,1,105B205   901,GARCV,South Los Angeles,,5,33.98231,-118.26665
51,365546,3102,11847, ,W,NEENACH,ST, ,91352,1/19/16,1/22/16,1/22/16,N,1,195B169   375,GARCV,North Valley,,3,34.22922,-118.39149
52,365600,3102,11337, ,W,SATICOY,ST, ,91352,1/19/16,1/21/16,2/17/16,Y,1,186B173   259,GARCV,North Valley,709059,2,34.20860,-118.37790
53,365597,3124,7433, ,N,VINELAND,AVE, ,91352,1/19/16,1/26/16,2/17/16,Y,1,186B173   653,GARCV,North Valley,709732,5,34.20570,-118.37052
54,366121,1124,621, ,E,78TH,ST, ,90001,1/20/16,1/21/16,2/2/16,N,1,099B205   458,GARCV,South Los Angeles,,1,33.96855,-118.26427
55,365685,3121,13819, ,W,EUSTACE,ST, ,91331,1/20/16,1/25/16,2/18/16,Y,1,210B153   647,GARCV,North Valley,709691,3,34.27070,-118.43410
56,365682,3102,12041, ,W,NEENACH,ST, ,91352,1/20/16,1/22/16,2/18/16,Y,1,192B165    69,GARCV,North Valley,709509,2,34.22632,-118.39542
57,365672,3114,17320, ,W,RINALDI,ST, ,91344,1/20/16,1/23/16,2/18/16,N,1,213B133   683,GARCV,North Valley,,3,34.27915,-118.51161
58,365668,3122,7907, ,N,VANTAGE,AVE, ,91605,1/20/16,1/22/16,2/18/16,Y,2,189B165   623,GARCV,North Valley,709502,2,34.21401,-118.39782
59,365760,3121,13189, ,W,MERCER,ST, ,91331,1/21/16,1/25/16,2/19/16,N,1,210B157   562,GARCV,North Valley,,2,34.27026,-118.42041
60,365775,3114,17320, ,W,RINALDI,ST, ,91344,1/21/16,1/23/16,2/19/16,N,1,213B133   683,GARCV,North Valley,,2,34.27915,-118.51161
61,365706,3121,11508, ,N,VANPORT,AVE, ,91342,1/21/16,1/25/16,2/19/16,Y,1,213B169   619,GARCV,North Valley,709694,2,34.27927,-118.39186
62,365802,1111,932, ,E,103RD,PL, ,90002,1/22/16,1/27/16,2/22/16,N,1,090B209   695,GARCV,South Los Angeles,,3,33.94237,-118.25755
63,365798,1124,1208, ,W,52ND,ST, ,90037,1/22/16,1/26/16,2/22/16,Y,1,108B197   213,GARCV,South Los Angeles,709714,2,33.99496,-118.29634
64,365789,3113,7841, ,N,AURA,AVE, ,91335,1/22/16,1/25/16,2/22/16,Y,1,189B117   645,GARCV,South Valley,709672,1,34.21340,-118.55473
65,365808,1140,9508, ,S,BEACH,ST, ,90002,1/22/16,2/3/16,2/22/16,Y,1,093A213    69,GARCV,South Los Angeles,710988,8,33.95029,-118.24177
66,365791,3123,14744, ,W,BLACKHAWK,ST, ,91345,1/22/16,1/26/16,2/22/16,Y,1,204B149   185,GARCV,North Valley,709741,2,34.25803,-118.45386
67,365821,1133,1200, ,S,CARMONA,AVE, ,90019,1/22/16,2/11/16,2/22/16,N,1,129B177   131,GARCV,Central,,14,34.05324,-118.35574
68,365831,3122,13859, ,W,GILMORE,ST, ,91401,1/22/16,1/26/16,2/22/16,Y,1,180B153   922,GARCV,South Valley,709761,2,34.18769,-118.43534
69,365811,3111,7509, ,N,MILWOOD,AVE, ,91303,1/22/16,1/26/16,2/22/16,Y,1,186B105   347,GARCV,South Valley,709923,2,34.20672,-118.59442
70,365824,3121,12576, ,W,TERRA BELLA,ST, ,91331,1/22/16,1/25/16,2/22/16,Y,1,207B161   136,GARCV,North Valley,709693,1,34.26598,-118.40702
71,365857,3114,17320, ,W,RINALDI,ST, ,91344,1/24/16,1/23/16,2/22/16,N,1,213B133   683,GARCV,North Valley,,0,34.27915,-118.51161
72,365856,2130,3814, ,N,SCANDIA,WAY, ,90065,1/24/16,1/25/16,2/22/16,Y,1,154-5A217 151,GARCV,East Los Angeles,709680,0,34.11753,-118.22928
73,365929,3123,11356, ,N,ACALA,AVE, ,91340,1/25/16,1/26/16,2/23/16,Y,1,213B149   732,GARCV,North Valley,709745,1,34.27703,-118.44902
74,365912,3111,7114, ,N,BOTHWELL,ROAD, ,91335,1/25/16,1/26/16,2/23/16,Y,1,183B117   194,GARCV,South Valley,709750,1,34.19970,-118.56108
75,365934,2120,945, ,S,CONCORD,ST, ,90023,1/25/16,2/1/16,2/23/16,Y,1,121-5A225 106,GARCV,East Los Angeles,710194,5,34.02748,-118.20379
76,365895,3124,7322, ,N,FARMDALE,AVE, ,91605,1/25/16,1/26/16,2/23/16,Y,1,186B169   823,GARCV,North Valley,709836,1,34.20366,-118.38110
77,366002,1124,1104, ,W,57TH,ST, ,90037,1/26/16,1/27/16,2/24/16,Y,1,108B197  1238,GARCV,South Los Angeles,709941,1,33.99038,-118.29394
78,366000,3124,11622, ,W,CANTLAY,ST, ,91605,1/26/16,1/28/16,2/24/16,Y,1,186B169   986,GARCV,North Valley,710033,2,34.20233,-118.38526
79,366034,3102,15539, ,W,CHASE,ST, ,91343,1/26/16,1/29/16,2/24/16,Y,1,192B145   192,GARCV,North Valley,710094,3,34.22475,-118.47127
80,365976,3123,11365, ,N,EL DORADO,AVE, ,91340,1/26/16,1/27/16,2/24/16,N,1,210B153    26,GARCV,North Valley,,1,34.27644,-118.43619
81,365975,3123,11365, ,N,EL DORADO,AVE, ,91340,1/26/16,1/27/16,2/24/16,Y,1,210B153    26,GARCV,North Valley,709930,1,34.27644,-118.43619
82,366037,1111,2039, ,W,FLORENCE,AVE, ,90047,1/26/16,1/28/16,2/24/16,N,1,102B189  1321,GARCV,South Los Angeles,,2,33.97474,-118.31474
83,366004,3111,20726, ,W,SHERMAN,WAY, ,91306,1/26/16,1/28/16,2/24/16,Y,1,183B109    81,GARCV,South Valley,709986,2,34.20083,-118.58500
84,366088,3102,13806, ,W,CORRENTI,ST, ,91331,1/27/16,1/30/16,2/25/16,Y,1,195B153   275,GARCV,North Valley,710126,3,34.23323,-118.43380
85,366075,3123,11172, ,N,ORION,AVE, ,91345,1/27/16,1/28/16,2/25/16,Y,1,210B145   100,GARCV,North Valley,709973,1,34.27306,-118.46990
86,366081,3113,18651, ,W,VALERIO,ST, ,91335,1/27/16,1/29/16,2/25/16,Y,1,186B121   640,GARCV,South Valley,710214,2,34.20486,-118.54006
87,366159,1112,1721, ,W,41ST,PL, ,90062,1/28/16,1/29/16,2/26/16,Y,1,114B193   740,GARCV,South Los Angeles,711189,1,34.00827,-118.30970
88,366165,3102,13421, ,W,BROMWICH,PL, ,91331,1/28/16,1/30/16,2/26/16,Y,1,198B157   601,GARCV,North Valley,710184,2,34.23823,-118.42542
89,366169,3124,6044, ,N,DENNY,AVE, ,91606,1/28/16,1/29/16,2/26/16,N,1,177B177   500,GARCV,South Valley,,1,34.18062,-118.36471
90,366161,1140,10343, ,S,JUNIPER,ST, ,90002,1/28/16,2/3/16,2/26/16,Y,1,090A217   119,GARCV,South Los Angeles,710992,4,33.94181,-118.23285
91,366179,3122,4439, ,N,KRAFT,AVE, ,91602,1/28/16,1/30/16,2/26/16,N,1,165B169   159,GARCV,South Valley,,2,34.15129,-118.38021
92,366204,1124,1104, ,W,57TH,ST, ,90037,1/29/16,1/29/16,2/29/16,N,1,108B197  1238,GARCV,South Los Angeles,,0,33.99038,-118.29394
93,366237,2102,4933, ,N,FULTON,AVE, ,91423,1/29/16,2/1/16,2/29/16,N,1,168B157    95,GARCV,South Valley,,1,34.16040,-118.42267
94,366197,3123,13509, ,N,PALA,AVE, ,91342,1/29/16,1/29/16,2/29/16,Y,1,225B141   115,GARCV,North Valley,710100,0,34.31601,-118.47882
95,366240,3102,9485, ,N,ROSLYNDALE,AVE, ,91331,1/29/16,2/4/16,2/29/16,Y,1,198B153   204,GARCV,North Valley,710549,4,34.24210,-118.43658
96,366227,3131,7349, ,N,SHOUP,AVE, ,91307,1/29/16,2/3/16,2/29/16,Y,1,186B101   707,GARCV,South Valley,710566,3,34.20413,-118.61488
97,366287,1112,1846, ,W,46TH,ST, ,90062,2/1/16,2/1/16,3/1/16,Y,1,111B193   517,GARCV,South Los Angeles,710198,0,34.00178,-118.31295
98,366328,2133,1312, ,S,ARAPAHOE,ST, ,90006,2/1/16,4/20/16,3/1/16,Y,1,129A201   274,GARCV,South Los Angeles,717315,57,34.04676,-118.28523
99,366330,2112,1437, ,N,BEVERLY GLEN,BLVD, ,90077,2/1/16,2/2/16,3/1/16,Y,1,147A153   262,GARCV,West Los Angeles,710321,1,34.09802,-118.44209
100,366324,3121,12030, ,W,CARL,ST, ,91342,2/1/16,2/2/16,3/1/16,Y,1,213B165   132,GARCV,North Valley,710319,1,34.28369,-118.39478
101,366309,2120,944, ,S,CONCORD,ST, ,90023,2/1/16,2/3/16,3/1/16,N,1,121-5A225 136,GARCV,East Los Angeles,,2,34.02736,-118.20359
102,366286,3124,10069, ,W,ROSCOE,BLVD, ,91352,2/1/16,2/3/16,3/1/16,Y,1,192B181   129,GARCV,North Valley,710532,2,34.22181,-118.35067
103,366289,3131,22946, ,W,RUNNYMEDE,ST, ,91307,2/1/16,2/3/16,3/1/16,Y,1,186B097   652,GARCV,South Valley,710563,2,34.20483,-118.62714
104,366337,3124,10745, ,W,SATICOY,ST, ,91352,2/1/16,2/3/16,3/1/16,Y,1,186B177   171,GARCV,North Valley,710531,2,34.20859,-118.36543
105,366301,3131,7448, ,N,SAUSALITO,AVE, ,91307,2/1/16,2/8/16,3/1/16,Y,1,186B101   467,GARCV,South Valley,711302,5,34.20593,-118.61564
106,366406,3124,7242, ,N,CAMELLIA,AVE, ,91605,2/2/16,2/3/16,3/2/16,Y,1,186B169   963,GARCV,North Valley,710530,1,34.20242,-118.38219
107,366369,3121,11957, ,W,CARL,ST, ,91342,2/2/16,2/4/16,3/2/16,Y,1,216B165   190,GARCV,North Valley,711183,2,34.28493,-118.39352
108,366391,1142,1364, ,N,FRIES,AVE, ,90744,2/2/16,2/10/16,3/2/16,Y,1,036B205  1171,GARCV,Harbor,712120,6,33.79063,-118.26556
109,366394,3102,11147, ,W,LULL,ST, ,91352,2/2/16,2/6/16,3/2/16,Y,1,186B173    95,GARCV,North Valley,711206,4,34.20946,-118.37423
110,366418,3121,12712, ,W,PAXTON,ST, ,91331,2/2/16,2/4/16,3/2/16,Y,1,216B161   564,GARCV,North Valley,711182,2,34.28542,-118.40978
111,366371,2130,3327, ,E,PEPPER,AVE, ,90065,2/2/16,2/3/16,3/2/16,Y,1,145-5A219 383,GARCV,East Los Angeles,710542,1,34.09126,-118.22247
112,366412,3102,8715, ,N,RANCHITO,AVE, ,91402,2/2/16,2/6/16,3/2/16,Y,1,195B153  1041,GARCV,North Valley,711129,4,34.22821,-118.43868
113,366481,1140,332, ,W,118TH,ST, ,90061,2/3/16,3/19/16,,Y,1,084B201   767,GARCV,South Los Angeles,714761,33,33.92635,-118.27949
114,366462,3124,7965, ,N,DE GARMO,AVE, ,91352,2/3/16,2/5/16,3/3/16,Y,1,189B177   274,GARCV,North Valley,711309,2,34.21562,-118.35464
115,366454,2120,4455, ,E,DUDLEY,DR, ,90032,2/3/16,2/4/16,,Y,1,141A229   180,GARCV,East Los Angeles,710610,1,34.08130,-118.18987
116,366436,3102,9143, ,N,LAUREL CANYON,BLVD, ,91331,2/3/16,2/11/16,3/3/16,Y,1,198B161   512,GARCV,North Valley,711673,6,34.23574,-118.40809
117,366517,1122,1126, ,E,45TH,ST, ,90011,2/4/16,2/8/16,3/4/16,N,1,112-5A209 137,GARCV,South Los Angeles,,2,34.00280,-118.25572
118,366575,3121,11982, ,N,ADELPHIA,AVE, ,91331,2/4/16,2/8/16,3/4/16,Y,1,216B161   214,GARCV,North Valley,711222,2,34.28813,-118.41092
119,366581,3124,10321, ,W,ARMINTA,ST, ,91352,2/4/16,2/9/16,3/4/16,Y,1,189B177   378,GARCV,North Valley,711623,3,34.21413,-118.35604
120,366510,3113,5443, ,N,AURA,AVE, ,91356,2/4/16,2/4/16,3/4/16,N,1,174B117   528,GARCV,South Valley,,0,34.17022,-118.55461
121,366540,3102,13879, ,W,KELOWNA,ST, ,91331,2/4/16,2/11/16,3/4/16,N,1,198B153   573,GARCV,North Valley,,5,34.23941,-118.43586
122,366577,3121,12724, ,W,PAXTON,ST, ,91331,2/4/16,2/8/16,3/4/16,Y,1,216B161   585,GARCV,North Valley,711221,2,34.28529,-118.40997
123,366579,3121,12764, ,W,PAXTON,ST, ,91331,2/4/16,2/8/16,3/4/16,Y,1,213B161    45,GARCV,North Valley,711220,2,34.28454,-118.41100
124,366525,3122,12440, ,W,SYLVAN,ST, ,91606,2/4/16,2/6/16,3/4/16,Y,2,177B165   128,GARCV,South Valley,711111,2,34.18480,-118.40446
125,366605,1140,1616, ,E,112TH,ST, ,90059,2/5/16,2/17/16,3/7/16,N,1,087A213   219,GARCV,South Los Angeles,,8,33.93292,-118.24567
126,366594,1132,3973, ,S,ARLINGTON,AVE, ,90008,2/5/16,2/9/16,3/7/16,N,1,114B189   167,GARCV,South Los Angeles,,2,34.01178,-118.31835
127,366622,3122,11337, ,W,CANTON,DR, ,91604,2/5/16,2/6/16,3/7/16,N,1,159B169   241,GARCV,South Valley,,1,34.13365,-118.38078
128,366593,3102,13341, ,W,CHASE,ST, ,91331,2/5/16,2/9/16,3/7/16,Y,1,198B157  1007,GARCV,North Valley,711217,2,34.23528,-118.42398
129,366643,2141,1117, ,N,KENMORE,AVE, ,90029,2/5/16,2/8/16,3/7/16,Y,1,144B197   643,GARCV,Central,711228,1,34.09136,-118.29748
130,366647,3123,13630, ,W,SAYRE,ST, ,91342,2/5/16,2/9/16,3/7/16,Y,1,225B157   505,GARCV,North Valley,711536,2,34.31337,-118.42993
131,366648,3123,13630, ,W,SAYRE,ST, ,91342,2/5/16,2/10/16,3/7/16,N,1,225B157   505,GARCV,North Valley,,3,34.31337,-118.42993
132,366650,1122,3841, ,S,WALL,ST, ,90011,2/5/16,2/8/16,3/7/16,Y,1,115-5A205 156,GARCV,South Los Angeles,711546,1,34.01170,-118.27206
133,366715,1140,9721, ,S,ANZAC,AVE, ,90002,2/8/16,2/17/16,3/8/16,Y,1,093A215   426,GARCV,South Los Angeles,712244,7,33.94755,-118.23799
134,366743,2120,2430, ,E,BOULDER,ST, ,90033,2/8/16,2/17/16,3/8/16,Y,1,129A225    89,GARCV,East Los Angeles,712162,7,34.04886,-118.20515
135,366710,2120,3313, ,E,HUNTER,ST, ,90023,2/8/16,2/16/16,3/8/16,N,1,120A225   375,GARCV,East Los Angeles,,6,34.02072,-118.20721
136,366781,3111,20843, ,W,JAN,ST, ,91306,2/8/16,2/16/16,3/8/16,Y,1,180B109   182,GARCV,South Valley,711850,6,34.19213,-118.58772
137,366736,3131,17815, ,W,SATICOY,ST, ,91335,2/8/16,2/9/16,3/8/16,Y,1,186B129   240,GARCV,South Valley,711658,1,34.20854,-118.52143
138,366732,3122,13830, ,W,WYANDOTTE,ST, ,91405,2/8/16,2/10/16,3/8/16,Y,2,186B153   745,GARCV,South Valley,711638,2,34.20290,-118.43468
139,366809,1124,235, ,W,77TH,ST, ,90003,2/9/16,2/12/16,3/9/16,N,1,099B201   166,GARCV,South Los Angeles,,3,33.96995,-118.27732
140,366841,1102,8101, ,S,AIRLANE,AVE, ,90045,2/9/16,2/10/16,3/9/16,Y,1,099B169  1049,GARCV,West Los Angeles,711854,1,33.96505,-118.39063
141,366821,2131,5708, ,E,BENNER,ST, ,90042,2/9/16,2/11/16,3/9/16,N,1,150A229    43,GARCV,East Los Angeles,,2,34.10682,-118.19192
142,366828,2131,5212, ,E,HUB,ST, ,90042,2/9/16,2/24/16,3/9/16,N,1,154-5A225 371,GARCV,East Los Angeles,,11,34.11687,-118.20315
143,366835,2131,5216, ,E,HUB,ST, ,90042,2/9/16,2/24/16,3/9/16,Y,1,154-5A225 373,GARCV,East Los Angeles,712479,11,34.11684,-118.20302
144,366808,2120,2689, ,E,POMEROY,AVE, ,90033,2/9/16,2/16/16,3/9/16,N,1,130-5A227  18,GARCV,East Los Angeles,,5,34.05352,-118.19789
145,366844,1122,3841, ,S,WALL,ST, ,90011,2/9/16,2/10/16,3/9/16,N,1,115-5A205 156,GARCV,South Los Angeles,,1,34.01170,-118.27206
146,366784,1102,3029, ,S,YALE,AVE, ,90292,2/9/16,2/22/16,3/9/16,N,1,108B149  1711,GARCV,West Los Angeles,,9,33.98807,-118.44873
147,366943,2112,2208, ,S,PARNELL,AVE, ,90064,2/10/16,2/11/16,3/10/16,N,1,129B157  1038,GARCV,West Los Angeles,,1,34.04729,-118.42507
148,366897,2142,2949, ,N,PARTRIDGE,AVE, ,90039,2/10/16,2/11/16,3/10/16,N,1,150B213   634,GARCV,East Los Angeles,,1,34.10584,-118.24591
149,366907,3121,11945, ,N,PHILLIPPI,AVE, ,91340,2/10/16,2/16/16,2/16/16,Y,1,216B161   335,GARCV,North Valley,711834,4,34.28732,-118.41712
150,366979,1140,700, ,E,113TH,ST, ,90059,2/11/16,2/22/16,3/11/16,Y,1,087A207   238,GARCV,South Los Angeles,712658,7,33.93183,-118.26187
151,366993,3102,7727, ,N,BONNER,AVE, ,91352,2/11/16,2/13/16,3/11/16,Y,1,189B173   825,GARCV,North Valley,711779,2,34.21105,-118.37373
152,366949,3123,13137, ,N,BRADLEY,AVE, ,91342,2/11/16,2/12/16,3/11/16,Y,1,222B145    36,GARCV,North Valley,711771,1,34.30863,-118.46426
153,367014,3124,7838, ,N,CRANER,AVE, ,91352,2/11/16,2/13/16,3/11/16,Y,1,189B173   535,GARCV,North Valley,711780,2,34.21317,-118.36911
154,366989,3124,7316, ,N,FARMDALE,AVE, ,91605,2/11/16,2/13/16,3/11/16,Y,1,186B169   844,GARCV,North Valley,711776,2,34.20352,-118.38110
155,366988,3124,7326, ,N,FARMDALE,AVE, ,91605,2/11/16,2/13/16,3/11/16,Y,1,186B169   809,GARCV,North Valley,711777,2,34.20389,-118.38110
156,367012,3102,8435, ,N,ORION,AVE, ,91343,2/11/16,2/12/16,3/11/16,Y,1,192B141   304,GARCV,North Valley,711804,1,34.22384,-118.47239
157,367102,1102,7723, ,S,MIDFIELD,AVE, ,90045,2/12/16,4/22/16,3/14/16,N,1,099B173   468,GARCV,West Los Angeles,,50,33.96638,-118.37228
158,367139,1124,1144, ,W,58TH,ST, ,90037,2/13/16,2/22/16,3/14/16,Y,1,108B197  1421,GARCV,South Los Angeles,712201,5,33.98957,-118.29529
159,367135,3123,14708, ,W,LAKESIDE,ST, ,91342,2/13/16,2/16/16,3/14/16,Y,1,222B149   237,GARCV,North Valley,711810,1,34.30728,-118.45308
